sents,labels
". Near Ar Raqqah , five strikes engaged two ISIL tactical units and destroyed a front - end loader , a VBIED , a fighting position , and a tunnel entrance .",O O B-Location I-Location O O O O B-Quantity B-Organisation I-Organisation I-Organisation O O O O O O O O B-Weapon I-Weapon O B-Location I-Location I-Location O O B-Location I-Location I-Location O
"When prompted , enter Passcode 3080897 .",O O O O B-DocumentReference I-DocumentReference O
The UK is at the forefront of global efforts to provide humanitarian aid having committed over £ 1 . 1bn to vulnerable and displaced people inside Syria and to refugees in neighbouring countries .,B-Organisation I-Organisation O O O O O O O O O O O O O O O O O O O O O O O O B-Location O O B-Organisation O B-Location I-Location O
Such a solution will allow all parties to focus on the shared threat posed by Da ’ esh and other terrorists .,O O O O O B-Organisation I-Organisation O O O O O O O O B-Organisation I-Organisation I-Organisation O B-Organisation I-Organisation O
"Also on Tuesday , a Russian military spokesman accused the US - led coalition of killing more than 60 civilians and injuring 200 others in air strikes in and around Mosul over the past three days .",O O B-Temporal O B-Person I-Person I-Person I-Person O B-Organisation I-Organisation I-Organisation I-Organisation I-Organisation O O O O B-Organisation I-Organisation O O B-Organisation I-Organisation O O O O O O B-Location O B-Temporal I-Temporal I-Temporal I-Temporal O
"Today , multiple attacks , also claimed by Da ’ esh , have killed at least 35 more innocent civilians and injured scores of others .",B-Temporal O O O O O O O B-Organisation I-Organisation I-Organisation O O O B-Organisation I-Organisation I-Organisation I-Organisation I-Organisation I-Organisation O O B-Organisation I-Organisation I-Organisation O
"A Foreign Office spokesman said : “ The Foreign Secretary met Russian Foreign Minister Sergei Lavrov earlier today on the margins of the UNGA meeting in New York , their first face - to - face meeting since Boris Johnson was appointed .",O O O O O O O B-Person I-Person I-Person O B-Person I-Person I-Person I-Person I-Person O O O O O O O B-Organisation O O O O O O O O O O O O O O B-Person I-Person O O O
They have permits .,B-Organisation O O O
"On Saturday , Dae ’ sh claimed dual attacks in the commercial area of the Al - Sinek neighborhood in Baghdad which killed at least 28 people .",O B-Temporal O B-Organisation I-Organisation I-Organisation O O O O O O O O O B-Location I-Location I-Location I-Location O B-Location O O O O B-Quantity B-Organisation O
"After 2 years of brutal rule , the people of Mosul can start to have hope for a better future .",O B-Temporal I-Temporal O O O O B-Organisation I-Organisation I-Organisation I-Organisation O O O O O O O O O O
""" "" I need a heart procedure and I shouldn ' t work but the day I don ' t work , I don ' t eat . "" "" """,O O B-Person O O O O O B-Person O O O O O O O B-Person O O O O O B-Person O O O O O O O O
""" Her integration will reinforce our already strong bonds and advance the progress in interoperability made to date . """,O B-Person O O O B-Organisation O O O O O O O O O O O O O O
Coordinates : 33 ° 30 ′ 21 ″ N 36 ° 16 ′ 11 ″ E / 33 . 505716 ° N 36 . 269635 ° E / 33 . 505716 ; 36 . 269635,O O B-Location I-Location I-Location I-Location I-Location I-Location I-Location I-Location I-Location I-Location I-Location I-Location I-Location I-Location O B-Location I-Location I-Location I-Location I-Location I-Location I-Location I-Location I-Location I-Location O O O O O O O O
Karim ' s own family has packed up too .,B-Organisation I-Organisation I-Organisation I-Organisation I-Organisation O O O O O
"In the latter , he commanded a garrison on the Kuwaiti island of Failaka , and was taken prisoner by U.S. Marines .",O O O O B-Person O B-Location I-Location I-Location I-Location I-Location I-Location I-Location I-Location O O O O O O B-Organisation I-Organisation O
"Boris Johnson met the Iraqi Foreign Minister , Ibrahim al - Jaafari in London today .",B-Person I-Person O B-Person I-Person I-Person I-Person O B-Person I-Person I-Person I-Person O B-Location B-Temporal O
He survived the night of the attack by jumping from a window .,B-Person O B-Temporal I-Temporal I-Temporal I-Temporal I-Temporal O O O O O O
"Speaking today , Minister Ellwood said :",O B-Temporal O B-Person I-Person O O
The Members of the Security Council urge all political parties and their supporters to remain calm and respect the political process governed by the Constitution .,B-Organisation I-Organisation I-Organisation I-Organisation I-Organisation I-Organisation O B-Organisation I-Organisation I-Organisation O B-Organisation I-Organisation O O O O O O O O O O B-DocumentReference I-DocumentReference O
"The SDF have regained about 300 square miles since the isolation of Raqqa began early last month , Davis said .",B-Organisation I-Organisation O O O B-Quantity I-Quantity I-Quantity O O O O B-Location O O O O O B-Person O O
""" "" The salaries aren ' t enough and the United Nations isn ' t providing much .",O O B-Money I-Money O O O O O B-Organisation I-Organisation I-Organisation O O O O O O
"A man whose sister was killed told the campaign group that he had heard a plane flying over his home , 300m ( 984ft ) from the mosque , shortly before the blast .",B-Person I-Person O B-Person O O O B-Organisation I-Organisation I-Organisation O B-Person O O O B-MilitaryPlatform O O B-Location I-Location O B-Quantity O B-Quantity O O B-Location I-Location O O O O O O
"A strike , as defined in the CJTF releases , means one or more kinetic events that occur in roughly the same geographic location to produce a single , sometimes cumulative effect for that location .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Our position remains as strong as ever – we will continue to call for a political transition to a future in which Assad has no part .,O O O O O O O O B-Organisation O O O O O O O O O O O O O B-Person O O O O
"Besides identifying common ground on post - conflict arrangements , the initiative is examining the scope for reconciliation and reconstruction once a credible political transition is firmly under way .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Were there any agreements ?,O O O O O
"It remains unclear if the alleged bombardment , which caused fires , has caused any casualties .",O O O O O O O O O O O O O O O O O
"The hospital contains 645 beds , 36 of which are for intensive care , and has a special emergency ward for internal diseases . [ 3 ]",B-Location I-Location O B-Quantity I-Quantity O B-Quantity O O O O O O O O O O O O O O O O O O O O
Foreign Secretary statement on UN chemical weapons report,B-Person I-Person O O O O O O
""" We ' re confident that as the enemy attempt to use a lot of means - not just chemicals - we ' re targeting the training with the Iraqis and with the Coalition to make sure we ' re mitigating any risk of that threat . """,O B-Organisation O O O O O B-Organisation I-Organisation O O O O O O O O O O B-Weapon O B-Organisation O O O O O O B-Organisation I-Organisation O O B-Organisation I-Organisation O O O B-Organisation O O O O O O O O O O
This attack is yet another sign of Daesh ’ s cowardice and contempt for human life and their attempt to sow sectarian discord among the people of Iraq .,O O O O O O O B-Organisation O O O O O O O O O O O O O O O O B-Organisation I-Organisation I-Organisation I-Organisation O
The remaining parts of the structure are in dire need of conservation to stop further deterioration and to correct modern - era modifications that hasten damage to the monument and that are not historically accurate .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"We have to be extremely careful because snipers sometimes follow us in their sights , anticipating the next step we ' ll take . "" "" """,B-Organisation O O O O O O B-Organisation O O O O O O O O O O O B-Organisation O O O O O O O
This shared fight against Da ’ esh will be aided by Syrians reaching a negotiated political transition away from the Asad dictatorship whose actions have helped Da ’ esh gather support .,O O O O B-Organisation I-Organisation I-Organisation O O O O B-Organisation O O O O O O O O B-Person O O O O O B-Organisation I-Organisation I-Organisation O O O
"Today at the Iraqi Museum in Baghdad , the U.S. Embassy Chargé d ’ Affaires , a.i. , Jonathan Cohen and Dr. Ahmed Kamil Murad , Acting General Director of the Office of Museums at the Iraqi Ministry of Culture , State Board of Antiquities and Heritage ( SBAH ) announced the funding of a project for the rehabilitation and preservation of the Ishtar Gate at the remains of the ancient city of Babylon in Iraq .",O O B-Location I-Location I-Location O B-Location O O O O O O O O O O O B-Person I-Person O B-Person I-Person I-Person I-Person O B-Person I-Person I-Person I-Person I-Person I-Person I-Person I-Person O O B-Organisation I-Organisation I-Organisation I-Organisation O B-Organisation I-Organisation I-Organisation I-Organisation I-Organisation I-Organisation O B-Organisation O O O O O O O O O O O O O B-Location I-Location I-Location O O O O O O B-Location I-Location I-Location O B-Location O
The call is scheduled to last 45 minutes .,O O O O O O B-Temporal I-Temporal O
"Immortal Spirits , Karim called it .",O O O B-Person O O O
Ghadiya was killed in a 2008 raid by US Special Operations inside Syrian territory . [ 4 ],B-Person O O O O B-Temporal O O B-Organisation I-Organisation I-Organisation O B-Location I-Location O O O O
"During the operation , 16 Coalition aircraft fired 22 munitions destroying 22 targets .",O O O O B-Quantity B-MilitaryPlatform I-MilitaryPlatform O B-Quantity B-Weapon O B-Quantity O O
Sadiq Maroof was a young shopkeeper there .,B-Person I-Person O O O O B-Location O
Philip Hammond said : The UK has worked tirelessly with other member states to secure 13 new EU sanctions listings on Syria .,B-Person I-Person O O O O O O O O O B-Organisation I-Organisation O O B-Quantity O B-Organisation O O O B-Location O
"The UN Security Council voted unanimously to adopt Resolution 2249 , which condemned the 13 November attacks in Paris and others in the Middle East , including those in Sousse on 25 June in which 30 Britons were murdered .",B-Organisation I-Organisation I-Organisation I-Organisation O O O O B-DocumentReference I-DocumentReference O O O O B-Temporal I-Temporal O O B-Location O O O B-Location I-Location I-Location O O O O B-Location O B-Temporal I-Temporal O O O O O O O
"We will continue applying pressure to the regime until it reassesses its position , ends the violence and engages in meaningful negotiations with the moderate opposition .",B-Organisation O O O O O B-Organisation I-Organisation O O O O O O O O O O O O O O O O O O O
Chapter two describes the omnipotence of God .,B-DocumentReference I-DocumentReference O O O O O O
All aircraft returned to base safely .,O B-MilitaryPlatform O O B-Location O O
"Deputy Secretary of State Antony Blinken will travel to Iraq to discuss key political , economic , and security issues with government officials .",B-Person I-Person I-Person I-Person I-Person I-Person O O O B-Location O O O O O O O O O O O B-Organisation I-Organisation O
"After seizing the area , the ISF fought off several counterattacks and six VBIEDs the following day before retrograding a short distance , under heavy enemy fire , to strengthen their position .",O O B-Location I-Location O B-Organisation I-Organisation O O O O O B-Quantity B-Weapon B-Temporal I-Temporal I-Temporal O O O O O O O O O O O O O B-Location I-Location O
The attacks occurred during daylight hours from late morning to early evening on Thursday .,O O O O B-Temporal I-Temporal I-Temporal I-Temporal I-Temporal I-Temporal I-Temporal I-Temporal O B-Temporal O
Defence Secretary secures progress on Brimstone sales as unmanned aircraft project moves forward,B-Person I-Person O O O O O O B-MilitaryPlatform I-MilitaryPlatform O O O
"They also saved us money , "" "" says the farms ' owner , Jamal Alzoubi . """,O O O O O O O O O B-Location I-Location O O O B-Person I-Person O O
"Samarra Barrage ( Arabic : س د س ا م َ ر ّ ا ء ‎ ‎ ) and Tharthar Barrage ( Arabic : س د ا ل ث َ ر ث ا ر ‎ ‎ ) is a multi - purpose barrage on the Tigris River adjacent ( west ) of Samarra and north of Baghdad , Iraq .",B-Location I-Location O O O O O O O O O O O O O O O O O B-Location I-Location O O O O O O O O O O O O O O O O O O O O O O O B-Location I-Location I-Location O O O O O B-Location O O O B-Location I-Location I-Location O
"Speaking after a meeting with coalition counterparts in Paris , the US Defense Secretary Ash Carter said the offensive was proceeding as planned .",O O O O O B-Organisation I-Organisation O B-Location O B-Person I-Person I-Person I-Person I-Person I-Person O O O O O O O O
"It also noted that there was a base for Kurdish Peshmerga fighters outside Daquq and that the town was within shelling range of the nearest IS - controlled territory , about 15km away .",O O O O O O B-Location I-Location O B-Organisation I-Organisation I-Organisation O B-Location O O B-Location I-Location O O O O O O O B-Location I-Location I-Location I-Location O O B-Quantity O O
". Near Al Shadaddi , one strike engaged an ISIL tactical unit and destroyed a fighting position .",O O B-Location I-Location O B-Quantity B-Weapon O O B-Organisation I-Organisation I-Organisation O O B-Location I-Location I-Location O
"He knew where to find it - in Baghdad ' s popular Karrada neighbourhood , a place where all of Iraq lived , people of every faith , and no faith .",B-Person O O O O O O O B-Location O O O B-Location I-Location O O O O O O B-Location O O O O O O O O O O O
"Accordingly , CJTF - OIR does not report the number or type of aircraft employed in a strike , the number of munitions dropped in each strike , or the number of individual munition impact points against a target .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"The Yazidi community were exposed , starving and dying of thirst when they were forced up Mount Sinjar after fleeing from their homes .",B-Organisation I-Organisation I-Organisation O O O O O O O O O O O O O B-Location I-Location O O O B-Location I-Location O
The Arab element of the SDF is indigenous to the area and will help establish regional support for SDF operations .,B-Organisation I-Organisation I-Organisation I-Organisation I-Organisation I-Organisation O O O B-Location I-Location O O O O O O O B-Organisation O O
They claim attacks against Shi ' ite civilians on a regular basis [ citation needed ] and once claimed responsibility for an attack on what it claimed were Badr and Interior Ministry officers in the Doura district of Baghdad using police commando uniforms and official ministry vehicles .,B-Organisation O O O B-Organisation I-Organisation I-Organisation I-Organisation O O O O O O O O O O O O O O O O O B-Organisation O O B-Organisation O B-Organisation I-Organisation I-Organisation O O B-Location I-Location I-Location I-Location O O O O O O O O O
""" "" "" It helped us a lot .",O O O O O B-Organisation O O O
Membership of the European Union also gives both countries greater security and greater capacity to project power .,O O B-Organisation I-Organisation I-Organisation O O B-Organisation I-Organisation O O O O O O O O O
"On January 13 , 2007 , he was appointed by Prime Minister Nouri Maliki as the Iraqi commander for the Baghdad Operational Command , which controls all Iraqi security forces in Baghdad and is charged with securing the capital .",O B-Temporal I-Temporal I-Temporal I-Temporal O B-Person O O O B-Person I-Person I-Person I-Person O B-Person I-Person I-Person O B-Organisation I-Organisation I-Organisation I-Organisation O O O O B-Organisation I-Organisation I-Organisation O B-Location O O O O O O O O
He was a brigadier general in the navy during the 1991 Gulf War .,B-Person O O O O O B-Organisation I-Organisation O O B-Temporal O O O
